Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Resident Evil: Afterlife (2010),http://www.imdb.com/title/tt1220634/,5.8,37.0,96,60000000.0,26650264.0,60128566.0,300228084.0,2010-09-10,R,Action Adventure Horror,Germany
Resident Evil: Final Chapter (2016),https://www.imdb.com/title/tt2592614/,5.5,49.0,107,40000000.0,13601682.0,26830068.0,312242626.0,2017-01-29,R,Action Horror Sci-Fi,USA
Spy Kids 2: Island of Lost Dreams (2002),http://www.imdb.com/title/tt0287717/,5.1,66.0,100,38000000.0,16711716.0,85846429.0,119723358.0,2002-08-07,PG,Action Adventure Comedy,USA
Spy Kids 4: All the Time in the World (2011),http://www.imdb.com/title/tt1517489/,3.5,37.0,89,27000000.0,11644672.0,38538188.0,85564310.0,2011-08-19,PG,Action Adventure Comedy,USA
I Still Know What You Did Last Summer (1998),http://www.imdb.com/title/tt0130018/,4.7,21.0,100,65000000.0,16520038.0,40002112.0,40002112.0,1998-11-13,R,Horror Mystery,USA
Garfield: A Tail of Two Kitties (2006),http://www.imdb.com/title/tt0455499/,5.0,37.0,82,60000000.0,7288977.0,28426747.0,143325970.0,2006-06-16,PG,Animation Adventure Comedy,UK
Iron Man 2 (2010),http://www.imdb.com/title/tt1228705/,7.0,57.0,124,200000000.0,128122480.0,312433331.0,623933331.0,2010-05-07,PG-13,Action Adventure Sci-Fi,USA
Shrek 2 (2004),http://www.imdb.com/title/tt0298148/,7.2,75.0,93,150000000.0,108037878.0,441226247.0,928760770.0,2004-05-19,PG,Animation Adventure Comedy,USA
Shrek Forever After (2010),http://www.imdb.com/title/tt0892791/,6.3,58.0,93,165000000.0,70838207.0,238736787.0,752600867.0,2010-05-21,PG,Animation Adventure Comedy,USA
The Lost World: Jurassic Park (1997),http://www.imdb.com/title/tt0119567/,6.6,59.0,129,73000000.0,72132785.0,229086679.0,618638999.0,1997-05-23,PG-13,Action Adventure Sci-Fi,USA
Jurassic World (2015),http://www.imdb.com/title/tt0369610/,7.0,59.0,124,150000000.0,208806270.0,652270625.0,1670400637.0,2015-06-12,PG-13,Action Adventure Sci-Fi,USA
Indiana Jones and the Temple of Doom (1984),http://www.imdb.com/title/tt0087469/,7.6,57.0,118,28000000.0,25337110.0,179870271.0,333107271.0,1984-05-23,PG,Action Adventure,USA
Indiana Jones and the Kingdom of the Crystal Skull (2008),http://www.imdb.com/title/tt0367882/,6.1,65.0,122,185000000.0,100137835.0,317101119.0,790653942.0,2008-05-22,PG-13,Action Adventure,USA
Star Wars: Episode II - Attack of the Clones (2002),http://www.imdb.com/title/tt0121765/,6.5,54.0,142,115000000.0,80027814.0,310676740.0,653779970.0,2002-05-16,PG,Action Adventure Fantasy,USA
Star Wars: Episode V - The Empire Strikes Back (1980),http://www.imdb.com/title/tt0080684/,8.7,82.0,124,18000000.0,4910483.0,290271960.0,547952944.0,1980-06-20,PG,Action Adventure Fantasy,USA
Star Wars: Episode VII - The Force Awakens (2015),https://www.imdb.com/title/tt2527336/,7.9,80.0,138,245000000.0,247966675.0,936662225.0,2068223624.0,2015-12-18,PG-13,Action Adventure Sci-Fi,USA
Star Wars: The Rise Of Skywalker (2019),https://www.imdb.com/title/tt2527338/,6.7,53.0,142,275000000.0,177383864.0,515202542.0,1074144248.0,2019-12-20,PG-13,Action Adventure Fantasy,USA
Austin Powers: The Spy Who Shagged Me (1999),http://www.imdb.com/title/tt0145660/,6.6,59.0,95,33000000.0,17981900.0,206040086.0,312016928.0,1999-06-11,PG-13,Action Adventure Comedy,USA
The Twilight Saga: New Moon (2009),http://www.imdb.com/title/tt1259571/,4.7,44.0,130,50000000.0,142839137.0,297816253.0,711020081.0,2009-11-20,PG-13,Adventure Drama Fantasy,USA
The Twilight Saga: Breaking Dawn - Part 2 (2012),http://www.imdb.com/title/tt1673434/,5.5,52.0,115,120000000.0,141067634.0,292324737.0,829746820.0,2012-11-16,PG-13,Adventure Drama Fantasy,USA
Kill Bill: Vol. 2 (2004),http://www.imdb.com/title/tt0378194/,8.0,83.0,137,30000000.0,25600000.0,66208183.0,154116796.0,2004-04-16,R,Action Crime Thriller,USA
The Legend of Zorro (2005),http://www.imdb.com/title/tt0386140/,6.0,47.0,129,75000000.0,16328506.0,46464023.0,142400065.0,2005-10-28,PG,Action Adventure Romance,USA
Ghostbusters II (1989),http://www.imdb.com/title/tt0097428/,6.6,56.0,108,37000000.0,29472894.0,112494738.0,215394738.0,1989-06-16,PG,Action Comedy Fantasy,USA
The Santa Clause 2 (2002),http://www.imdb.com/title/tt0304669/,5.6,48.0,104,65000000.0,29008696.0,139236327.0,172855065.0,2002-11-01,G,Comedy Family Fantasy,USA
Dr. Dolittle 2 (2001),http://www.imdb.com/title/tt0240462/,4.7,49.0,87,70000000.0,25037039.0,112952899.0,176104344.0,2001-06-22,PG,Comedy Family Fantasy,USA
Nutty Professor II: The Klumps (2000),http://www.imdb.com/title/tt0144528/,4.4,38.0,106,84000000.0,42518830.0,123309890.0,166339890.0,2000-07-28,PG-13,Comedy Romance Sci-Fi,USA
Beverly Hills Cop II (1987),http://www.imdb.com/title/tt0092644/,6.5,48.0,100,28000000.0,26348555.0,153665036.0,299965036.0,1987-05-20,R,Action Comedy Crime,USA
Another 48 Hrs. (1990),http://www.imdb.com/title/tt0099044/,5.9,23.0,93,38000000.0,19475559.0,80818974.0,153518974.0,1990-06-08,R,Action Comedy Crime,USA
Father of the Bride Part II (1995),http://www.imdb.com/title/tt0113041/,6.0,49.0,106,30000000.0,11134978.0,76594107.0,76594107.0,1995-12-08,PG,Comedy Family Romance,USA
Speed 2: Cruise Control (1997),http://www.imdb.com/title/tt0120179/,3.9,23.0,121,160000000.0,16158942.0,48608066.0,164508066.0,1997-06-13,PG-13,Action Adventure Crime,USA
Scary Movie 2 (2001),http://www.imdb.com/title/tt0257106/,5.3,29.0,83,45000000.0,20503356.0,71308997.0,141220678.0,2001-07-04,R,Comedy Horror,USA
Scary Movie 4 (2006),http://www.imdb.com/title/tt0362120/,5.1,40.0,83,45000000.0,40222875.0,90710620.0,178262620.0,2006-04-14,PG-13,Comedy Horror,USA
The Ring Two (2005),http://www.imdb.com/title/tt0377109/,5.4,44.0,110,50000000.0,35065237.0,76231249.0,163995949.0,2005-03-18,PG-13,Horror Mystery,USA
Leatherface: Texas Chainsaw Massacre III (1990),http://www.imdb.com/title/tt0099994/,5.1,30.0,81,2000000.0,2692087.0,5765562.0,5765562.0,1990-01-12,R,Horror Thriller,USA
The Texas Chainsaw Massacre: The Beginning (2006),http://www.imdb.com/title/tt0420294/,5.8,30.0,91,16000000.0,19150000.0,39517763.0,51764406.0,2006-10-06,R,Horror Thriller,USA
Meet the Fockers (2004),http://www.imdb.com/title/tt0290002/,6.3,41.0,115,80000000.0,46120980.0,279261160.0,522657936.0,2004-12-22,PG-13,Comedy Romance,USA
Shanghai Knights (2003),http://www.imdb.com/title/tt0300471/,6.2,58.0,114,50000000.0,19603630.0,60476872.0,88323487.0,2003-02-07,PG-13,Action Adventure Comedy,USA
Anacondas: The Hunt for the Blood Orchid (2004),http://www.imdb.com/title/tt0366174/,4.7,40.0,97,20000000.0,12812287.0,32238923.0,70992898.0,2004-08-27,PG-13,Action Adventure Horror,USA
Walking Tall Part II (1975),http://www.imdb.com/title/tt0073880/,6.2,,109,500000.0,,,11000000.0,1975-09-28,PG,Action Biography Crime,USA
Hostel: Part II (2007),http://www.imdb.com/title/tt0498353/,5.5,46.0,94,10200000.0,8203391.0,17609452.0,35728183.0,2007-06-08,R,Horror,USA
Charlie's Angels: Full Throttle (2003),http://www.imdb.com/title/tt0305357/,4.9,48.0,106,120000000.0,37634221.0,100830111.0,259175788.0,2003-06-27,PG-13,Action Adventure Comedy,USA
Bad Boys II (2003),http://www.imdb.com/title/tt0172156/,6.6,38.0,147,130000000.0,46522560.0,138608444.0,273339556.0,2003-07-18,R,Action Comedy Crime,USA
Big Momma's House 2 (2006),http://www.imdb.com/title/tt0421729/,4.7,34.0,99,40000000.0,27736056.0,70165972.0,141522961.0,2006-01-27,PG-13,Comedy Crime,USA
The Grudge 2 (2006),http://www.imdb.com/title/tt0433386/,5.1,33.0,102,20000000.0,20825300.0,39143839.0,70711175.0,2006-10-13,PG-13,Horror Thriller,USA
Van Wilder 2: The Rise of Taj (2006),http://www.imdb.com/title/tt0480271/,4.9,21.0,97,2000000.0,2313372.0,4300645.0,6086508.0,2006-12-01,R,Comedy Romance,USA
Harold & Kumar Escape from Guantanamo Bay (2008),http://www.imdb.com/title/tt0481536/,6.6,57.0,114,12000000.0,14908404.0,38108728.0,43495888.0,2008-04-25,R,Adventure Comedy,USA
Ice Age: The Meltdown (2006),http://www.imdb.com/title/tt0438097/,6.8,58.0,91,80000000.0,68033544.0,195330621.0,667094506.0,2006-03-31,PG,Animation Adventure Comedy,USA
Ice Age: Continental Drift (2012),http://www.imdb.com/title/tt1667889/,6.6,49.0,88,95000000.0,46629259.0,161321843.0,877244782.0,2012-07-13,PG,Animation Adventure Comedy,USA
Madagascar: Escape 2 Africa (2008),http://www.imdb.com/title/tt0479952/,6.6,61.0,89,150000000.0,63106589.0,180010950.0,603900354.0,2008-11-07,PG,Animation Adventure Comedy,USA
Kung Fu Panda 2 (2011),http://www.imdb.com/title/tt1302011/,7.2,67.0,90,150000000.0,47656302.0,165249063.0,665692281.0,2011-05-26,PG,Animation Action Adventure,USA
The Lion King Remake (2019),https://www.imdb.com/title/tt6105098/,6.9,55.0,118,260000000.0,191770759.0,543638043.0,1656943394.0,2019-07-21,G,Animation Adventure Drama,USA
The Princess Diaries 2: Royal Engagement (2004),http://www.imdb.com/title/tt0368933/,5.8,43.0,113,40000000.0,22956453.0,95170481.0,134734481.0,2004-08-11,G,Comedy Family Romance,USA
Bridget Jones: The Edge of Reason (2004),http://www.imdb.com/title/tt0317198/,6.0,44.0,108,40000000.0,8684055.0,40226215.0,265126918.0,2004-11-19,R,Comedy Drama Romance,UK
The Bourne Supremacy (2004),http://www.imdb.com/title/tt0372183/,7.7,73.0,108,75000000.0,52521865.0,176241941.0,290835269.0,2004-07-23,PG-13,Action Mystery Thriller,USA
The Bourne Legacy (2012),http://www.imdb.com/title/tt1194173/,6.7,61.0,135,125000000.0,38142825.0,113203870.0,276144750.0,2012-08-10,PG-13,Action Adventure Thriller,USA
Wrath of the Titans (2012),http://www.imdb.com/title/tt1646987/,5.7,37.0,99,150000000.0,33457188.0,83670083.0,301970083.0,2012-03-30,PG-13,Action Adventure Fantasy,Spain
Halloween II (1981),http://www.imdb.com/title/tt0082495/,6.5,40.0,92,2500000.0,7446508.0,25533818.0,25533818.0,1981-10-30,R,Horror,USA
Halloween 4: The Return of Michael Myers (1988),http://www.imdb.com/title/tt0095271/,5.9,34.0,88,5000000.0,6831250.0,17768757.0,17768757.0,1988-10-21,R,Horror Thriller,USA
Halloween: The Curse of Michael Myers (1995),http://www.imdb.com/title/tt0113253/,4.9,10.0,87,5000000.0,7308529.0,15116634.0,15116634.0,1995-09-29,R,Horror Thriller,USA
Halloween: Resurrection (2002),http://www.imdb.com/title/tt0220506/,4.0,19.0,94,13000000.0,12292121.0,30354442.0,37664855.0,2002-07-12,R,Horror Thriller,USA
Halloween II (2009),http://www.imdb.com/title/tt1311067/,4.9,35.0,105,15000000.0,16349565.0,33392973.0,39421467.0,2009-08-28,R,Horror,USA
Hot Shots! Part Deux (1993),http://www.imdb.com/title/tt0107144/,6.6,,86,25000000.0,10250661.0,38922972.0,133752825.0,1993-05-21,PG-13,Action Comedy,USA
The Naked Gun 2½: The Smell of Fear (1991),http://www.imdb.com/title/tt0102510/,6.9,65.0,85,23000000.0,20817139.0,86930411.0,86930411.0,1991-06-28,PG-13,Comedy Crime,USA
Night at the Museum: Battle of the Smithsonian (2009),http://www.imdb.com/title/tt1078912/,6.0,42.0,105,150000000.0,54173286.0,177243721.0,413106170.0,2009-05-22,PG,Adventure Comedy Family,USA
Hellbound: Hellraiser II (1988),http://www.imdb.com/title/tt0095294/,6.5,41.0,97,3000000.0,3185511.0,12090735.0,12090735.0,1988-12-23,R,Horror Thriller,UK
Hellraiser: Bloodline (1996),http://www.imdb.com/title/tt0116514/,5.2,21.0,85,4000000.0,4505036.0,9336886.0,9336886.0,1996-03-08,R,Horror Sci-Fi,USA
Candyman: Farewell to the Flesh (1995),http://www.imdb.com/title/tt0112625/,5.3,,95,13900000.0,6046825.0,13940383.0,13940383.0,1995-03-17,R,Horror Thriller,USA
Jeepers Creepers 2 (2003),http://www.imdb.com/title/tt0301470/,5.6,36.0,106,17000000.0,15269324.0,35667218.0,63102666.0,2003-08-29,R,Horror,USA
Boogeyman 2 (2007),http://www.imdb.com/title/tt0900357/,5.0,,93,4500000.0,,,1798418.0,2008-01-08,PG-13,Drama Horror Thriller,USA
Damien: Omen II (1978),http://www.imdb.com/title/tt0077394/,6.3,45.0,107,6800000.0,3880880.0,26518355.0,26518355.0,1978-06-09,R,Horror,UK
Step Up 2: The Streets (2008),http://www.imdb.com/title/tt1023481/,6.2,50.0,98,17500000.0,18908826.0,58017783.0,150988382.0,2008-02-14,PG-13,Drama Music Romance,USA
Step Up Revolution (2012),http://www.imdb.com/title/tt1800741/,6.4,43.0,99,33000000.0,11731708.0,35074677.0,140470746.0,2012-07-27,PG-13,Drama Music Romance,USA
The Karate Kid Part II (1986),http://www.imdb.com/title/tt0091326/,6.0,55.0,113,13000000.0,12652336.0,115103979.0,115103979.0,1986-06-20,PG,Action Family Romance,USA
The Next Karate Kid (1994),http://www.imdb.com/title/tt0110657/,4.4,36.0,107,12000000.0,,8914777.0,15876353.0,1994-09-09,PG,Action Drama Family,USA
The Mummy Returns (2001),http://www.imdb.com/title/tt0209163/,6.3,48.0,130,98000000.0,68139035.0,202019785.0,443280904.0,2001-05-04,PG-13,Action Adventure Fantasy,USA
Alvin and the Chipmunks: The Squeakquel (2009),http://www.imdb.com/title/tt1231580/,4.5,41.0,88,75000000.0,48875415.0,219614612.0,443140005.0,2009-12-23,PG,Animation Comedy Family,USA
U.S. Marshals (1998),http://www.imdb.com/title/tt0120873/,6.6,47.0,131,60000000.0,16863988.0,57167405.0,102367405.0,1998-03-06,PG-13,Action Crime Thriller,USA
Analyze That (2002),http://www.imdb.com/title/tt0289848/,5.9,37.0,96,60000000.0,11034422.0,32130627.0,55003135.0,2002-12-06,R,Comedy Crime,USA
The Whole Ten Yards (2004),http://www.imdb.com/title/tt0327247/,5.5,24.0,98,40000000.0,6685381.0,16328471.0,26170671.0,2004-04-09,PG-13,Comedy Crime Thriller,USA
Addams Family Values (1993),http://www.imdb.com/title/tt0106220/,6.7,62.0,94,47000000.0,14117545.0,48919043.0,48919043.0,1993-11-19,PG-13,Comedy Fantasy,USA
Sex and the City 2 (2010),http://www.imdb.com/title/tt1261945/,4.5,27.0,146,100000000.0,31001870.0,95347692.0,290745055.0,2010-05-27,R,Comedy Drama Romance,USA
Wayne's World 2 (1993),http://www.imdb.com/title/tt0108525/,6.2,60.0,95,40000000.0,13516699.0,48197805.0,48198564.0,1993-12-10,PG-13,Comedy Music,USA
French Connection II (1975),http://www.imdb.com/title/tt0073018/,6.8,68.0,119,4340000.0,,12484444.0,12484444.0,1975-05-21,R,Action Crime Drama,USA
Son of the Mask (2005),http://www.imdb.com/title/tt0362165/,2.2,20.0,94,84000000.0,7700000.0,17018422.0,59981548.0,2005-02-18,PG,Comedy Family Fantasy,USA
The Pink Panther 2 (2009),http://www.imdb.com/title/tt0838232/,5.6,36.0,92,70000000.0,11588150.0,35922978.0,76025134.0,2009-02-06,PG,Action Adventure Comedy,USA
Hannibal (2001),http://www.imdb.com/title/tt0212985/,6.8,57.0,131,87000000.0,58003121.0,165092268.0,351692268.0,2001-02-09,R,Crime Drama Thriller,USA
Hannibal Rising (2007),http://www.imdb.com/title/tt0367959/,6.2,35.0,121,50000000.0,13051650.0,27670986.0,82169884.0,2007-02-09,R,Adventure Crime Drama,UK
A Nightmare on Elm Street 2: Freddy's Revenge (1985),http://www.imdb.com/title/tt0089686/,5.5,43.0,87,3000000.0,2865475.0,29999213.0,29999213.0,1985-11-01,R,Horror,USA
A Nightmare on Elm Street 4: The Dream Master (1988),http://www.imdb.com/title/tt0095742/,5.7,56.0,93,13000000.0,12833403.0,49369899.0,49369899.0,1988-08-19,R,Horror,USA
Freddy's Dead: The Final Nightmare (1991),http://www.imdb.com/title/tt0101917/,4.9,39.0,89,11000000.0,12966525.0,34872033.0,34872033.0,1991-09-13,R,Fantasy Horror,USA
A Nightmare on Elm Street (2010),http://www.imdb.com/title/tt1179056/,5.2,35.0,95,35000000.0,32902299.0,63075011.0,115694863.0,2010-04-30,R,Crime Drama Horror,USA
Friday the 13th Part 2 (1981),http://www.imdb.com/title/tt0082418/,6.1,26.0,87,1250000.0,6429784.0,21722776.0,21722776.0,1981-04-30,R,Horror Mystery Thriller,USA
Friday the 13th: The Final Chapter (1984),http://www.imdb.com/title/tt0087298/,6.0,33.0,91,2600000.0,11183148.0,32980880.0,32980880.0,1984-04-13,R,Horror Thriller,USA
Friday the 13th Part VI: Jason Lives (1986),http://www.imdb.com/title/tt0091080/,6.0,30.0,86,3000000.0,6750837.0,19472057.0,19472057.0,1986-08-01,R,Horror Thriller,USA
Friday the 13th Part VIII: Jason Takes Manhattan (1989),http://www.imdb.com/title/tt0097388/,4.6,14.0,100,5000000.0,6251310.0,14343976.0,14343976.0,1989-07-28,R,Adventure Horror Thriller,USA
Friday the 13th (2009),http://www.imdb.com/title/tt0758746/,5.5,34.0,97,19000000.0,40570365.0,65002019.0,91509154.0,2009-02-13,R,Horror Mystery Thriller,USA
Pirates of the Caribbean: Dead Man's Chest (2006),http://www.imdb.com/title/tt0383574/,7.3,53.0,151,225000000.0,135634554.0,423315812.0,1066179725.0,2006-07-07,PG-13,Action Adventure Fantasy,USA
Pirates of the Caribbean: On Stranger Tides (2011),http://www.imdb.com/title/tt1298650/,6.6,45.0,137,250000000.0,90151958.0,241071802.0,1045713802.0,2011-05-20,PG-13,Action Adventure Fantasy,USA
Lara Croft Tomb Raider: The Cradle of Life (2003),http://www.imdb.com/title/tt0325703/,5.5,43.0,117,95000000.0,21783641.0,65660196.0,160099222.0,2003-07-25,PG-13,Action Adventure Fantasy,USA
The Godfather: Part II (1974),http://www.imdb.com/title/tt0071562/,9.0,90.0,202,13000000.0,171417.0,47834595.0,48035783.0,1974-12-18,R,Crime Drama,USA
Ocean's Twelve (2004),http://www.imdb.com/title/tt0349903/,6.5,58.0,125,110000000.0,39153380.0,125544280.0,362744280.0,2004-12-10,PG-13,Crime Thriller,USA
Ocean's 8 (2018),https://www.imdb.com/title/tt5164214/,6.2,61.0,110,70000000.0,41607378.0,140218711.0,297718711.0,2018-06-08,PG-13,Action Comedy Crime,USA
Beneath the Planet of the Apes (1970),http://www.imdb.com/title/tt0065462/,6.1,46.0,95,3000000.0,,18999718.0,18999718.0,1970-05-26,G,Action Adventure Sci-Fi,USA
Conquest of the Planet of the Apes (1972),http://www.imdb.com/title/tt0068408/,6.1,49.0,88,1700000.0,,9043472.0,9043472.0,1972-06-30,PG,Action Sci-Fi,USA
Arthur et la vengeance de Maltazard (2009),http://www.imdb.com/title/tt0940657/,5.3,,107,97500000.0,,,78520547.0,2009-12-02,PG,Animation Adventure Family,France
Cheaper by the Dozen 2 (2005),http://www.imdb.com/title/tt0452598/,5.5,34.0,94,60000000.0,9309387.0,82571173.0,130154568.0,2005-12-21,PG,Adventure Comedy Family,USA
Ace Ventura: When Nature Calls (1995),http://www.imdb.com/title/tt0112281/,6.4,45.0,90,30000000.0,37804076.0,108385533.0,212385533.0,1995-11-10,PG-13,Adventure Comedy Crime,USA
Nanny McPhee Returns (2010),http://www.imdb.com/title/tt1415283/,6.1,52.0,109,35000000.0,8407685.0,29011215.0,93251121.0,2010-08-20,PG,Comedy Family Fantasy,UK
The Expendables 2 (2012),http://www.imdb.com/title/tt1764651/,6.6,51.0,103,100000000.0,28591370.0,85028192.0,314975955.0,2012-08-17,R,Action Adventure Thriller,USA
G.I. Joe: Retaliation (2013),http://www.imdb.com/title/tt1583421/,5.8,41.0,110,130000000.0,40501814.0,122523060.0,375740705.0,2013-03-28,PG-13,Action Adventure Sci-Fi,USA
Universal Soldier: The Return (1999),http://www.imdb.com/title/tt0176269/,4.2,24.0,83,45000000.0,4605167.0,10667893.0,10667893.0,1999-08-20,R,Action Sci-Fi,USA
