Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Battle Royale II (2003),http://www.imdb.com/title/tt0338763/,4.7,,155,9000000.0,,,14902587.0,2003-07-05,R,Action Drama Sci-Fi,Japan
Terms of Endearment (1983),http://www.imdb.com/title/tt0086425/,7.4,79.0,132,8000000.0,3498813.0,108423489.0,108423489.0,1983-12-09,PG,Comedy Drama,USA
The Evening Star (1996),http://www.imdb.com/title/tt0116240/,5.9,,129,20000000.0,3306445.0,12767815.0,12767815.0,1996-12-25,PG-13,Comedy Drama Romance,USA
Happy Feet (2006),http://www.imdb.com/title/tt0366548/,6.4,77.0,108,100000000.0,41533432.0,198000317.0,384335608.0,2006-11-17,PG,Animation Adventure Comedy,USA
Happy Feet Two (2011),http://www.imdb.com/title/tt1402488/,5.9,50.0,100,135000000.0,21237068.0,64006466.0,159196259.0,2011-11-18,PG,Animation Adventure Comedy,Australia
Romancing the Stone (1984),http://www.imdb.com/title/tt0088011/,6.9,63.0,106,10000000.0,5105741.0,76572238.0,86572238.0,1984-03-30,PG,Action Adventure Comedy,Mexico
The Jewel of the Nile (1985),http://www.imdb.com/title/tt0089370/,6.1,53.0,106,25000000.0,6645455.0,75973200.0,96773200.0,1985-12-11,PG,Action Adventure Comedy,USA
Look Who's Talking (1989),http://www.imdb.com/title/tt0097778/,5.9,51.0,93,7500000.0,12107784.0,140088813.0,296999813.0,1989-10-13,PG-13,Comedy,USA
Look Who's Talking Too (1990),http://www.imdb.com/title/tt0100050/,4.7,,81,14000000.0,8100640.0,47789074.0,47789074.0,1990-12-14,PG-13,Comedy Family Romance,USA
Legally Blonde (2001),http://www.imdb.com/title/tt0250494/,6.3,59.0,96,18000000.0,20377426.0,96520674.0,141774679.0,2001-07-13,PG-13,Comedy Romance,USA
Legally Blonde 2 (2003),http://www.imdb.com/title/tt0333780/,4.8,47.0,95,45000000.0,22220670.0,90186328.0,124914842.0,2003-07-02,PG-13,Comedy,USA
Scooby-Doo (2002),http://www.imdb.com/title/tt0267913/,5.1,35.0,89,84000000.0,54155312.0,153294164.0,275650703.0,2002-06-14,PG,Adventure Comedy Family,USA
Scooby-Doo 2: Monsters Unleashed (2004),http://www.imdb.com/title/tt0331632/,5.0,34.0,93,80000000.0,29438331.0,84216833.0,181216833.0,2004-03-26,PG,Adventure Comedy Family,USA
Home Alone (1990),http://www.imdb.com/title/tt0099785/,7.6,63.0,103,18000000.0,17081997.0,285761243.0,477063114.0,1990-11-16,PG,Comedy Family,USA
Home Alone 2: Lost in New York (1992),http://www.imdb.com/title/tt0104431/,6.8,,120,28000000.0,31126882.0,173585516.0,365154932.0,1992-11-20,PG,Adventure Comedy Crime,USA
Mesrine Part 1: Killer Instinct (2008),http://www.imdb.com/title/tt1259014/,7.5,71.0,113,25000000.0,152873.0,551697.0,31076533.0,2008-10-22,R,Action Biography Crime,France
Mesrine Part 2: Public Enemy #1 (2008),http://www.imdb.com/title/tt0411272/,7.5,72.0,133,25000000.0,74449.0,275387.0,321353.0,2008-11-19,R,Action Biography Crime,France
Dark Planet (2009),http://www.imdb.com/title/tt0972558/,5.1,,115,18300000.0,,,23772559.0,2009-01-01,PG,Action Adventure Sci-Fi,Russia
Obitaemyy ostrov. Skhvatka (2009),http://www.imdb.com/title/tt1399952/,5.0,,105,18300000.0,,,6738672.0,2009-04-23,R,Action Adventure Sci-Fi,Russia
Lyubov-Morkov (2007),http://www.imdb.com/title/tt0976209/,5.1,,100,3000000.0,,,12543015.0,2007-03-01,R,Comedy Fantasy,Russia
Lyubov 2 Morkov (2008),http://www.imdb.com/title/tt1414840/,4.8,,100,3000000.0,,,19171562.0,2008-12-23,R,Comedy Fantasy,Russia
Paragraf 78 (2007),http://www.imdb.com/title/tt0459924/,4.9,,88,4000000.0,,,5484185.0,2007-02-22,R,Action Sci-Fi Thriller,Russia
Paragraf 78 - Film vtoroy (2007),http://www.imdb.com/title/tt1097014/,4.8,,90,4000000.0,,,3061624.0,2007-03-23,R,Action Sci-Fi Thriller,Russia
[Anti]killer (2002),http://www.imdb.com/title/tt0325005/,5.6,,114,1500000.0,,,875688.0,2002-08-01,R,Action Crime,Russia
Antikiller 2: Antiterror (2003),http://www.imdb.com/title/tt0405699/,5.1,,89,1000000.0,,,2617287.0,2003-11-27,R,Action Crime,Russia
Short Circuit (1986),http://www.imdb.com/title/tt0091949/,6.7,50.0,98,9000000.0,5346808.0,40697761.0,40697761.0,1986-05-09,PG,Comedy Family Sci-Fi,USA
Short Circuit 2 (1988),http://www.imdb.com/title/tt0096101/,5.8,,110,15000000.0,3843067.0,21630088.0,21630088.0,1988-07-06,PG,Comedy Drama Family,USA
Keinohrhasen (2007),http://www.imdb.com/title/tt0960790/,6.5,,116,6080000.0,,,81744033.0,2007-12-20,R,Comedy Romance,Germany
Zweiohrküken (2009),http://www.imdb.com/title/tt1343755/,5.6,,124,5700000.0,,,48039391.0,2009-12-03,R,Comedy Romance,Germany
Pet Sematary (1989),http://www.imdb.com/title/tt0098084/,6.6,38.0,103,11500000.0,12046179.0,57469467.0,57469467.0,1989-04-21,R,Horror Thriller,USA
Pet Sematary II (1992),http://www.imdb.com/title/tt0105128/,4.9,35.0,100,8000000.0,4825100.0,17092453.0,17092453.0,1992-08-28,R,Fantasy Horror,USA
The Three Musketeers (1973),http://www.imdb.com/title/tt0072281/,7.2,,106,4500000.0,,22018000.0,22018000.0,1974-03-29,PG,Action Adventure,USA
The Four Musketeers: Milady's Revenge (1974),http://www.imdb.com/title/tt0073012/,7.0,,108,9000000.0,,19096800.0,19096800.0,1975-02-26,PG,Adventure History,Spain
Three Steps Above Heaven (2010),http://www.imdb.com/title/tt1648216/,7.0,,118,3000000.0,,,14066238.0,2010-12-03,R,Action Drama Romance,Spain
Tengo ganas de ti (2012),http://www.imdb.com/title/tt1797504/,6.9,,120,3000000.0,,,24016152.0,2012-06-22,R,Drama Romance,Spain
The Fly (1986),http://www.imdb.com/title/tt0091064/,7.6,79.0,96,15000000.0,7007423.0,40456565.0,60632088.0,1986-08-15,R,Drama Horror Sci-Fi,USA
The Fly II (1989),http://www.imdb.com/title/tt0097368/,5.1,36.0,105,8000000.0,6751371.0,20021322.0,38903179.0,1989-02-10,R,Drama Horror Sci-Fi,USA
Rush Hour (1998),http://www.imdb.com/title/tt0120812/,7.0,60.0,98,33000000.0,33001803.0,141186864.0,244721064.0,1998-09-18,PG-13,Action Comedy Crime,USA
Rush Hour 2 (2001),http://www.imdb.com/title/tt0266915/,6.6,48.0,90,90000000.0,67408222.0,226164286.0,347325802.0,2001-08-03,PG-13,Action Comedy Crime,Hong Kong
Police Academy (1984),http://www.imdb.com/title/tt0087928/,6.7,41.0,96,4500000.0,8570007.0,81198894.0,81198894.0,1984-03-23,R,Comedy,USA
Police Academy 2: Their First Assignment (1985),http://www.imdb.com/title/tt0089822/,5.8,39.0,87,7600000.0,10675896.0,55600000.0,114993000.0,1985-03-29,PG-13,Comedy,USA
Police Academy 3: Back in Training (1986),http://www.imdb.com/title/tt0091777/,5.4,33.0,83,12000000.0,9049586.0,43579163.0,107600000.0,1986-03-21,PG,Comedy,Canada
Police Academy 4: Citizens on Patrol (1987),http://www.imdb.com/title/tt0093756/,5.0,26.0,88,17000000.0,8482487.0,28061343.0,76800000.0,1987-04-03,PG,Comedy Crime,USA
Police Academy 5: Assignment: Miami Beach (1988),http://www.imdb.com/title/tt0095882/,4.7,18.0,90,14000000.0,6106661.0,19510371.0,54500000.0,1988-03-18,PG,Comedy Crime,USA
Police Academy 6: City Under Siege (1989),http://www.imdb.com/title/tt0098105/,4.5,16.0,84,15000000.0,4032480.0,11567217.0,33200000.0,1989-03-10,PG,Comedy Crime,USA
Paranormal Activity (2007),http://www.imdb.com/title/tt1179904/,6.3,68.0,86,230000.0,77873.0,107918810.0,193355800.0,2009-10-16,R,Horror Mystery Thriller,USA
Paranormal Activity 2 (2010),http://www.imdb.com/title/tt1536044/,5.6,53.0,91,3000000.0,40678424.0,84752907.0,177512032.0,2010-10-22,R,Horror,USA
Paranormal Activity 3 (2011),http://www.imdb.com/title/tt1778304/,5.8,59.0,83,5000000.0,52568183.0,104028807.0,207039844.0,2011-10-21,R,Horror Mystery Thriller,USA
Paranormal Activity 4 (2012),http://www.imdb.com/title/tt2109184/,4.6,40.0,88,5000000.0,29003866.0,53885000.0,142802657.0,2012-10-19,R,Horror Mystery Thriller,USA
Dirty Harry (1971),http://www.imdb.com/title/tt0066999/,7.7,90.0,102,4000000.0,,35976000.0,35976000.0,1971-12-23,R,Action Crime Thriller,USA
Magnum Force (1973),http://www.imdb.com/title/tt0070355/,7.2,58.0,124,6000000.0,,39768000.0,39768000.0,1973-12-25,R,Action Crime Mystery,USA
The Enforcer (1976),http://www.imdb.com/title/tt0086383/,6.8,58.0,96,9000000.0,,46236000.0,46236000.0,1976-12-22,R,Action Crime Thriller,USA
Sudden Impact (1983),http://www.imdb.com/title/tt0074483/,6.7,52.0,117,22000000.0,9688561.0,67642693.0,67642693.0,1983-12-09,R,Action Crime Thriller,USA
Under Siege (1992),http://www.imdb.com/title/tt0105690/,6.5,58.0,103,35000000.0,15760003.0,83563139.0,156563139.0,1992-10-09,R,Action Thriller,France
Under Siege 2: Dark Territory (1995),http://www.imdb.com/title/tt0114781/,5.5,52.0,100,60000000.0,12624402.0,50024083.0,104324083.0,1995-07-14,R,Action Thriller,USA
Atlas Shrugged: Part I (2011),http://www.imdb.com/title/tt0480239/,5.6,28.0,97,20000000.0,1677000.0,4627375.0,4627375.0,2011-04-15,PG-13,Drama Mystery Sci-Fi,USA
Atlas Shrugged II: The Strike (2012),http://www.imdb.com/title/tt1985017/,5.4,26.0,111,10000000.0,1751572.0,3336053.0,3336053.0,2012-10-12,PG-13,Drama Mystery Sci-Fi,USA
National Treasure (2004),http://www.imdb.com/title/tt0368891/,6.8,39.0,131,100000000.0,35142554.0,173008894.0,347512318.0,2004-11-19,PG,Action Adventure Mystery,USA
National Treasure: Book of Secrets (2007),http://www.imdb.com/title/tt0465234/,6.5,48.0,124,130000000.0,44783772.0,219964115.0,459242249.0,2007-12-21,PG,Action Adventure Family,USA
The Hangover (2009),http://www.imdb.com/title/tt1119646/,7.7,73.0,100,35000000.0,44979319.0,277322503.0,469310836.0,2009-06-05,R,Comedy,USA
The Hangover Part II (2011),http://www.imdb.com/title/tt1411697/,6.4,44.0,102,80000000.0,85946294.0,254464305.0,586764305.0,2011-05-26,R,Comedy,USA
Deuce Bigalow: Male Gigolo (1999),http://www.imdb.com/title/tt0205000/,5.7,30.0,88,17000000.0,12224016.0,65538755.0,92938755.0,1999-12-10,R,Comedy Romance,USA
Deuce Bigalow: European Gigolo (2005),http://www.imdb.com/title/tt0367652/,4.7,23.0,83,22000000.0,9626287.0,22400154.0,45109561.0,2005-08-12,R,Comedy,USA
Fletch (1985),http://www.imdb.com/title/tt0089155/,6.9,68.0,98,8000000.0,7022970.0,50612888.0,59612888.0,1985-05-31,PG,Comedy Crime Mystery,USA
Fletch Lives (1989),http://www.imdb.com/title/tt0097366/,6.1,40.0,95,8000000.0,8045760.0,35150960.0,39450960.0,1989-03-17,PG,Comedy Crime Mystery,USA
City of God (2002),http://www.imdb.com/title/tt0317248/,8.6,79.0,130,3300000.0,88292.0,7564459.0,30680793.0,2004-02-13,R,Crime Drama,Brazil
Cidade dos Homens (2007),http://www.imdb.com/title/tt0870090/,7.2,63.0,106,3300000.0,130579.0,325131.0,2589732.0,2007-08-31,R,Crime Drama,Brazil
Elite Squad (2007),http://www.imdb.com/title/tt0861739/,8.1,33.0,115,4000000.0,3604.0,8744.0,14759148.0,2007-10-12,R,Action Crime Drama,Brazil
Elite Squad 2: The Enemy Within (2010),http://www.imdb.com/title/tt1555149/,8.0,71.0,115,3040000.0,8648.0,100119.0,63618850.0,2010-10-08,R,Action Crime Drama,Brazil
Kick-Ass (2010),http://www.imdb.com/title/tt1250777/,7.6,66.0,117,30000000.0,19828687.0,48071303.0,96188903.0,2010-04-16,R,Action Comedy Crime,UK
Kick-Ass 2 (2013),http://www.imdb.com/title/tt1650554/,6.5,41.0,103,28000000.0,13332955.0,28795985.0,60795985.0,2013-08-16,R,Action Comedy Crime,UK
RED (2010),http://www.imdb.com/title/tt1245526/,7.0,60.0,111,58000000.0,21761408.0,90380162.0,199006387.0,2010-10-15,PG-13,Action Comedy Crime,USA
RED 2 (2013),http://www.imdb.com/title/tt1821694/,6.6,47.0,116,84000000.0,18048422.0,53262560.0,148075565.0,2013-07-19,PG-13,Action Adventure Comedy,USA
The Talented Mr. Ripley (1999),https://www.imdb.com/title/tt0134119/,7.4,76.0,139,40000000.0,12738237.0,81298265.0,128798265.0,1999-12-25,R,Crime Drama Thriller,USA
Ripley's Game (2002),https://www.imdb.com/title/tt0265651/,6.6,,110,30000000.0,,,6200970.0,2003-02-07,R,Crime Drama Mystery,UK
Escape from New York (1981),http://www.imdb.com/title/tt0082340/,7.2,76.0,99,6000000.0,,25244626.0,25244626.0,1981-07-10,R,Action Adventure Sci-Fi,USA
Escape from L.A. (1996),http://www.imdb.com/title/tt0116225/,5.8,54.0,101,50000000.0,8912557.0,25477365.0,25477365.0,1996-08-09,R,Action Adventure Sci-Fi,USA
The Lawnmower Man (1992),http://www.imdb.com/title/tt0104692/,5.5,42.0,108,10000000.0,7751971.0,32100816.0,32100816.0,1992-03-06,R,Horror Sci-Fi,UK
Lawnmower Man 2: Beyond Cyberspace (1996),http://www.imdb.com/title/tt0116839/,2.5,29.0,93,15000000.0,1428658.0,2409225.0,2409225.0,1996-01-12,PG-13,Action Sci-Fi Thriller,USA
"Honey, I Shrunk the Kids (1989)",http://www.imdb.com/title/tt0097523/,6.3,63.0,93,18000000.0,14262961.0,130724172.0,222724172.0,1989-06-23,PG,Adventure Comedy Family,USA
"Honey, I Blew Up the Kid (1992)",http://www.imdb.com/title/tt0104437/,4.8,50.0,89,40000000.0,11083318.0,58662452.0,58662452.0,1992-07-17,PG,Adventure Comedy Family,USA
Psycho (1960),http://www.imdb.com/title/tt0054215/,8.5,97.0,109,806947.0,,32000000.0,32000000.0,1960-09-08,R,Horror Mystery Thriller,USA
Psycho II (1983),http://www.imdb.com/title/tt0086154/,6.5,54.0,113,5000000.0,8310244.0,34725000.0,34725000.0,1983-06-03,R,Crime Horror Mystery,USA
White Noise (2005),http://www.imdb.com/title/tt0375210/,5.5,30.0,101,10000000.0,24113565.0,56386759.0,91196419.0,2005-01-07,PG-13,Drama Horror Mystery,UK
White Noise 2: The Light (2007),http://www.imdb.com/title/tt0496436/,5.7,,99,10000000.0,,,8526917.0,2007-01-05,PG-13,Drama Fantasy Horror,USA
Cocoon (1985),http://www.imdb.com/title/tt0088933/,6.7,65.0,117,17500000.0,7936427.0,76113124.0,85313124.0,1985-06-21,PG-13,Comedy Drama Sci-Fi,USA
Cocoon: The Return (1988),http://www.imdb.com/title/tt0094890/,5.5,45.0,116,17500000.0,5568143.0,18924919.0,25024919.0,1988-11-23,PG,Adventure Comedy Mystery,USA
Magic Mike (2012),http://www.imdb.com/title/tt1915581/,6.1,72.0,110,7000000.0,39127170.0,113721571.0,167739368.0,2012-06-29,R,Comedy Drama,USA
Magic Mike XXL (2015),http://www.imdb.com/title/tt2268016/,5.6,60.0,115,14800000.0,12857184.0,66013057.0,117813057.0,2015-07-01,R,Comedy Drama Music,USA
The Sisterhood of the Traveling Pants (2005),http://www.imdb.com/title/tt0403508/,6.5,66.0,119,25000000.0,9833340.0,39053061.0,42013878.0,2005-06-01,PG,Comedy Drama Romance,USA
The Sisterhood of the Traveling Pants 2 (2008),http://www.imdb.com/title/tt1018785/,6.2,63.0,119,27000000.0,10678430.0,44089964.0,44352417.0,2008-08-06,PG-13,Comedy Drama Romance,USA
Bad Santa (2003),http://www.imdb.com/title/tt0307987/,7.0,70.0,92,23000000.0,12500000.0,60060328.0,76488889.0,2003-11-26,R,Comedy Crime Drama,Germany
Bad Santa 2 (2016),http://www.imdb.com/title/tt1798603/,5.6,38.0,92,26000000.0,6176680.0,17782178.0,24079268.0,2016-11-23,R,Comedy Crime Drama,USA
District B13 (2004),http://www.imdb.com/title/tt0414852/,7.2,70.0,84,14400000.0,410000.0,1200216.0,11169386.0,2006-06-02,R,Action Crime Sci-Fi,France
District 13: Ultimatum (2009),http://www.imdb.com/title/tt1247640/,6.5,64.0,101,14400000.0,11870.0,36136.0,14103752.0,2009-02-18,R,Action Crime Thriller,France
Taxi (1998),http://www.imdb.com/title/tt0152930/,7.0,,86,8700000.0,,,44500000.0,1998-11-20,PG-13,Action Comedy Crime,France
Taxi 2 (2000),https://www.imdb.com/title/tt0183869/,6.5,,88,10400000.0,,626164.0,60726164.0,2000-10-06,PG-13,Action Comedy Crime,France
Taxi 3 (2003),https://www.imdb.com/title/tt0295721/,5.8,,84,14500000.0,288000.0,497208.0,65497208.0,2003-01-29,PG-13,Action Comedy Crime,France
Taxi 4 (2007),http://www.imdb.com/title/tt0804540/,5.6,,91,17500000.0,,,65125001.0,2007-02-14,PG-13,Action Comedy Crime,France
Miss Congeniality (2000),http://www.imdb.com/title/tt0212346/,6.2,43.0,109,45000000.0,10046534.0,106807667.0,212742720.0,2000-12-22,PG-13,Action Comedy Crime,USA
Miss Congeniality 2: Armed & Fabulous (2005),http://www.imdb.com/title/tt0385307/,5.1,34.0,115,45000000.0,14043215.0,48478006.0,101393569.0,2005-03-24,PG-13,Action Comedy Crime,USA
Sherlock Holmes (2009),http://www.imdb.com/title/tt0988045/,7.6,57.0,128,90000000.0,62304277.0,209028679.0,524028679.0,2009-12-25,PG-13,Action Adventure Mystery,USA
Sherlock Holmes: A Game of Shadows (2011),http://www.imdb.com/title/tt1515091/,7.5,48.0,129,125000000.0,39637079.0,186848418.0,543848418.0,2011-12-16,PG-13,Action Adventure Mystery,USA
Star Trek: The Motion Picture (1979),http://www.imdb.com/title/tt0079945/,6.4,48.0,132,35000000.0,11926421.0,82604699.0,82604699.0,1979-12-08,G,Adventure Mystery Sci-Fi,USA
Star Trek II: The Wrath of Khan (1982),http://www.imdb.com/title/tt0084726/,7.7,67.0,113,11200000.0,14347221.0,78912963.0,78912963.0,1982-06-04,PG,Action Adventure Sci-Fi,USA
Star Trek III: The Search for Spock (1984),http://www.imdb.com/title/tt0088170/,6.7,56.0,105,17000000.0,16673295.0,76471046.0,76471046.0,1984-06-01,PG,Action Adventure Sci-Fi,USA
Star Trek IV: The Voyage Home (1986),http://www.imdb.com/title/tt0092007/,7.3,71.0,119,25000000.0,16881888.0,109713132.0,109713132.0,1986-11-26,PG,Adventure Comedy Sci-Fi,USA
Star Trek V: The Final Frontier (1989),http://www.imdb.com/title/tt0098382/,5.5,43.0,107,27800000.0,17375648.0,52210049.0,52210049.0,1989-06-09,PG,Action Adventure Fantasy,USA
Star Trek VI: The Undiscovered Country (1991),http://www.imdb.com/title/tt0102975/,7.2,65.0,110,30000000.0,18162837.0,74888996.0,96888996.0,1991-12-06,PG,Action Adventure Sci-Fi,USA
Star Trek: Generations (1994),http://www.imdb.com/title/tt0111280/,6.6,55.0,118,35000000.0,23116394.0,75671125.0,118071125.0,1994-11-18,PG,Action Adventure Mystery,USA
Star Trek: First Contact (1996),http://www.imdb.com/title/tt0117731/,7.6,71.0,111,45000000.0,30716131.0,92027888.0,146027888.0,1996-11-22,PG-13,Action Adventure Drama,USA
Star Trek: Insurrection (1998),http://www.imdb.com/title/tt0120844/,6.4,64.0,103,58000000.0,22052836.0,70187658.0,112587658.0,1998-12-11,PG,Action Adventure Sci-Fi,USA
Star Trek: Nemesis (2002),http://www.imdb.com/title/tt0253754/,6.4,51.0,116,60000000.0,18513305.0,43254409.0,67336470.0,2002-12-13,PG-13,Action Adventure Sci-Fi,USA
Basic Instinct (1992),http://www.imdb.com/title/tt0103772/,7.0,41.0,127,49000000.0,15129385.0,117727224.0,352927224.0,1992-03-20,R,Drama Mystery Thriller,France
Basic Instinct 2 (2006),http://www.imdb.com/title/tt0430912/,4.3,26.0,114,70000000.0,3201420.0,5971336.0,38629478.0,2006-03-31,R,Drama Mystery Thriller,UK
The Amazing Spider-Man (2012),http://www.imdb.com/title/tt0948470/,6.9,66.0,136,230000000.0,62004688.0,262030663.0,757930663.0,2012-07-03,PG-13,Action Adventure Sci-Fi,USA
The Amazing Spider-Man 2 (2014),http://www.imdb.com/title/tt1872181/,6.6,53.0,142,200000000.0,91608337.0,202853933.0,708982323.0,2014-05-02,PG-13,Action Adventure Sci-Fi,USA
Machete (2010),http://www.imdb.com/title/tt0985694/,6.6,60.0,105,10500000.0,11416164.0,26593646.0,45491656.0,2010-09-03,R,Action Crime Thriller,USA
Machete Kills (2013),http://www.imdb.com/title/tt2002718/,5.6,41.0,107,20000000.0,3837183.0,8008161.0,17496820.0,2013-10-11,R,Action Crime Thriller,USA
21 Jump Street (2012),http://www.imdb.com/title/tt1232829/,7.2,69.0,109,42000000.0,36302612.0,138447667.0,201585328.0,2012-03-16,R,Action Comedy Crime,USA
22 Jump Street (2014),http://www.imdb.com/title/tt2294449/,7.0,71.0,112,50000000.0,57071445.0,191719337.0,331333876.0,2014-06-13,R,Action Comedy Crime,USA
The Girl with the Dragon Tattoo (2009),http://www.imdb.com/title/tt1132620/,7.8,76.0,152,13000000.0,335502.0,10095170.0,104414200.0,2010-04-30,R,Crime Drama Mystery,Sweden
The Girl Who Played with Fire (2009),http://www.imdb.com/title/tt1216487/,7.2,66.0,129,5400000.0,904998.0,7638241.0,67153225.0,2010-08-27,R,Crime Drama Mystery,Sweden
Insidious (2010),http://www.imdb.com/title/tt1591095/,6.8,52.0,103,1500000.0,13271464.0,54009150.0,99557032.0,2011-04-01,PG-13,Horror Mystery Thriller,USA
Insidious: Chapter 2 (2013),http://www.imdb.com/title/tt2226417/,6.6,40.0,106,5000000.0,40272103.0,83586447.0,161919318.0,2013-09-13,PG-13,Horror Mystery Thriller,USA
Insidious: Chapter 3 (2015),http://www.imdb.com/title/tt3195644/,6.1,52.0,97,10000000.0,22692741.0,52218558.0,112983889.0,2015-06-05,PG-13,Horror Mystery Thriller,Canada
Insidious: The Last Key (2018),https://www.imdb.com/title/tt5726086/,5.7,49.0,103,10000000.0,29581355.0,67745330.0,167885588.0,2018-01-05,PG-13,Horror Mystery Thriller,USA
Divergent (2014),http://www.imdb.com/title/tt1840309/,6.7,48.0,139,85000000.0,54607747.0,150947895.0,288885818.0,2014-03-21,PG-13,Action Adventure Mystery,USA
Insurgent (2015),http://www.imdb.com/title/tt2908446/,6.2,42.0,119,110000000.0,52263680.0,130179072.0,297002527.0,2015-03-20,PG-13,Action Adventure Sci-Fi,USA
Rio (2011),http://www.imdb.com/title/tt1436562/,6.9,63.0,96,90000000.0,39225962.0,143619809.0,483866518.0,2011-04-15,G,Animation Adventure Comedy,USA
Rio 2 (2014),http://www.imdb.com/title/tt2357291/,6.3,49.0,101,103000000.0,39327869.0,131538435.0,498781117.0,2014-04-11,G,Animation Adventure Comedy,USA
The Best Exotic Marigold Hotel (2011),http://www.imdb.com/title/tt1412386/,7.2,62.0,124,10000000.0,737051.0,46412041.0,136836156.0,2012-05-25,PG-13,Comedy Drama Romance,UK
The Second Best Exotic Marigold Hotel (2015),http://www.imdb.com/title/tt2555736/,6.6,51.0,122,10000000.0,8540370.0,33078266.0,85978266.0,2015-03-06,PG,Comedy Drama,UK
Nymphomaniac: Vol. I (2013),http://www.imdb.com/title/tt1937390/,6.9,64.0,117,2350000.0,158369.0,785896.0,13545832.0,2014-03-06,R,Drama,Denmark
Nymphomaniac: Vol. II (2013),http://www.imdb.com/title/tt2382009/,6.7,60.0,124,2350000.0,74978.0,327167.0,4934725.0,2014-03-20,R,Drama,Denmark
The Lego Movie (2014),http://www.imdb.com/title/tt1490017/,7.7,83.0,100,60000000.0,69050279.0,257760692.0,468060692.0,2014-02-07,PG,Animation Action Adventure,USA
The Lego Movie 2: The Second Part (2019),http://www.imdb.com/title/tt3513498/,6.6,65.0,107,99000000.0,34115335.0,105806508.0,192306508.0,2019-02-08,PG,Animation Action Adventure,Denmark
The Woman in Black (2012),http://www.imdb.com/title/tt1596365/,6.4,62.0,95,17000000.0,20874072.0,54333290.0,128955898.0,2012-02-03,PG-13,Drama Fantasy Horror,UK
The Woman in Black 2: Angel of Death (2014),http://www.imdb.com/title/tt2339741/,4.8,42.0,98,15000000.0,15027415.0,26501323.0,48854305.0,2015-01-02,PG-13,Drama Horror Thriller,UK
The Trip (2010),http://www.imdb.com/title/tt1740047/,7.0,,112,1000000.0,77904.0,2030962.0,3945217.0,2011-04-24,PG-13,Comedy Drama,UK
The Trip to Italy (2014),http://www.imdb.com/title/tt2967006/,6.6,75.0,108,2000000.0,71712.0,2880537.0,6132875.0,2014-04-25,PG-13,Comedy Drama,UK
The Best Man (1999),http://www.imdb.com/title/tt0168501/,6.8,61.0,120,9000000.0,9031660.0,34102780.0,34573780.0,1999-10-22,R,Comedy Drama Romance,USA
The Best Man Holiday (2013),http://www.imdb.com/title/tt2083355/,6.7,59.0,123,17000000.0,30107555.0,70525195.0,72835710.0,2013-11-15,R,Comedy Drama,USA
Agent Cody Banks (2003),http://www.imdb.com/title/tt0313911/,5.0,41.0,102,28000000.0,14064317.0,47938330.0,58795814.0,2003-03-14,PG,Action Adventure Comedy,USA
Agent Cody Banks 2: Destination London (2004),http://www.imdb.com/title/tt0358349/,4.6,32.0,100,26000000.0,8014005.0,23630159.0,28818995.0,2004-03-12,PG,Action Adventure Comedy,USA
101 Dalmatians (1996),http://www.imdb.com/title/tt0115433/,5.7,49.0,103,75000000.0,33504025.0,136189294.0,320689294.0,1996-11-27,G,Adventure Comedy Crime,USA
102 Dalmatians (2000),http://www.imdb.com/title/tt0211181/,4.9,35.0,100,85000000.0,19883351.0,66957026.0,183611771.0,2000-11-22,G,Adventure Comedy Family,USA
Anchorman: The Legend of Ron Burgundy (2004),http://www.imdb.com/title/tt0357413/,7.2,63.0,94,26000000.0,28416365.0,85288303.0,90649730.0,2004-07-09,PG-13,Comedy,USA
Anchorman 2: The Legend Continues (2013),http://www.imdb.com/title/tt1229340/,6.3,61.0,119,50000000.0,26232425.0,127352707.0,173649931.0,2013-12-18,PG-13,Comedy,USA
Lung hing foo dai (1986),http://www.imdb.com/title/tt0091431/,7.1,,88,15000000.0,,,4576550.0,1987-01-21,R,Action Adventure Comedy,Hong Kong
Operation Condor (1991),http://www.imdb.com/title/tt0099558/,7.3,,106,15000000.0,4731751.0,10405394.0,10405394.0,1997-07-18,PG-13,Action Adventure Comedy,Hong Kong
New Police Story (2004),http://www.imdb.com/title/tt0386005/,7.0,,123,11000000.0,,,8712057.0,2004-09-24,R,Action Crime Drama,Hong Kong
Police Story: Lockdown (2013),http://www.imdb.com/title/tt2599716/,6.1,44.0,110,35000000.0,,,94249025.0,2015-06-05,R,Action Adventure Crime,China
Before Sunrise (1995),http://www.imdb.com/title/tt0112471/,8.1,77.0,101,2500000.0,1423537.0,5535405.0,5986708.0,1995-01-27,R,Drama Romance,USA
Before Sunset (2004),http://www.imdb.com/title/tt0381681/,8.0,90.0,80,2700000.0,219425.0,5820649.0,15936507.0,2004-07-30,R,Drama Romance,USA
Asterix and Obelix vs. Caesar (1999),http://www.imdb.com/title/tt0133385/,6.0,,109,42000000.0,304245.0,1541261.0,101600000.0,2000-07-14,PG,Adventure Comedy Family,France
Asterix & Obelix: Mission Cleopatra (2002),http://www.imdb.com/title/tt0250223/,6.6,,107,58500000.0,,3115188.0,128027976.0,2005-06-24,PG,Adventure Comedy Family,France
Astérix aux jeux olympiques (2008),http://www.imdb.com/title/tt0463872/,5.2,,116,113500000.0,,,131856927.0,2008-06-13,PG,Adventure Comedy Family,France
